id,nationality,visa_type,consulate,submission_date,decision_date,processing_days,documents_submitted,document_count,sponsor_type,prior_travel,status
case_000255,Taiwan,H-1B,Guangzhou,2025-09-16,2026-02-11,148,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,True,approved
case_001120,Bangladesh,H-1B,Shanghai,2025-09-17,2025-12-14,88,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002366,Pakistan,O-1,Mexico City,2025-09-17,2025-11-26,70,"['I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,family,False,rfe
case_002931,South Korea,L-1,Shanghai,2025-09-17,2025-11-02,46,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,approved
case_000487,Brazil,F-1,Guangzhou,2025-09-17,2025-11-06,50,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,approved
case_002749,China,O-1,Chennai,2025-09-17,2025-10-26,39,"['I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_000771,Canada,F-1,Chennai,2025-09-17,2025-10-22,35,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_004149,Bangladesh,H-1B,Beijing,2025-09-17,2026-02-14,150,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,False,approved
case_003879,United Kingdom,F-1,Guadalajara,2025-09-17,2025-11-04,48,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",11,employer,False,rfe
case_004454,Canada,H-1B,Tokyo,2025-09-17,2025-12-17,91,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_004091,Germany,F-1,Beijing,2025-09-17,2025-11-07,51,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_004032,United Kingdom,B1/B2,Beijing,2025-09-17,2025-10-16,29,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_002725,Pakistan,B1/B2,Hyderabad,2025-09-18,2025-10-09,21,"['Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,employer,False,approved
case_000752,Japan,B1/B2,Hyderabad,2025-09-18,2025-10-04,16,"['Travel Itinerary', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,family,True,approved
case_002408,Taiwan,L-1,Shenyang,2025-09-18,2025-12-14,87,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,university,False,rfe
case_004788,India,B1/B2,Ciudad Juarez,2025-09-18,2025-10-03,15,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,government,False,approved
case_001212,India,H-1B,Ciudad Juarez,2025-09-18,2026-01-29,133,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,rfe
case_004553,Japan,L-1,Ciudad Juarez,2025-09-18,2025-12-04,77,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,True,approved
case_003912,Germany,L-1,Shanghai,2025-09-18,2025-12-12,85,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_002565,Nigeria,H-1B,Toronto,2025-09-18,2026-01-22,126,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,True,approved
case_003815,China,O-1,Mumbai,2025-09-18,2025-12-08,81,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,rfe
case_002350,Brazil,H-1B,Frankfurt,2025-09-18,2025-11-22,65,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,True,approved
case_004191,Pakistan,B1/B2,Shenyang,2025-09-18,2025-10-04,16,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,university,True,approved
case_001408,Japan,F-1,Toronto,2025-09-18,2025-10-22,34,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_004287,China,F-1,Manila,2025-09-18,2025-10-29,41,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,True,approved
case_000719,China,H-1B,Mexico City,2025-09-18,2025-12-24,97,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,family,False,approved
case_000339,Mexico,F-1,Shenyang,2025-09-18,2025-10-17,29,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_003723,Nigeria,J-1,Beijing,2025-09-19,2025-10-30,41,"['I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,employer,False,approved
case_000711,Canada,H-1B,Ciudad Juarez,2025-09-19,2025-12-11,83,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,True,approved
case_000748,Taiwan,B1/B2,New Delhi,2025-09-19,2025-10-06,17,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,government,True,approved
case_002466,Philippines,F-1,Mexico City,2025-09-19,2025-10-27,38,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,True,approved
case_001079,South Korea,H-1B,Kolkata,2025-09-19,2025-12-13,85,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,denied
case_003977,United Kingdom,F-1,Frankfurt,2025-09-19,2025-10-20,31,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,True,approved
case_002501,China,J-1,Shanghai,2025-09-19,2025-10-18,29,"['I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,False,approved
case_001979,Mexico,H-1B,Chennai,2025-09-19,2025-12-14,86,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_004471,Canada,F-1,Mexico City,2025-09-19,2025-10-21,32,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_002028,Germany,B1/B2,Toronto,2025-09-19,2025-09-27,8,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,family,False,approved
case_003793,Germany,H-1B,Shanghai,2025-09-19,2025-12-29,101,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,True,approved
case_002224,Bangladesh,F-1,Beijing,2025-09-19,2025-11-06,48,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,family,False,approved
case_004800,China,H-1B,Guadalajara,2025-09-19,2025-11-23,65,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,False,denied
case_004188,Canada,O-1,Hyderabad,2025-09-19,2025-11-08,50,"['I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,denied
case_004184,India,H-1B,Shanghai,2025-09-19,2026-01-27,130,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,False,approved
case_001891,Taiwan,F-1,Manila,2025-09-19,2025-11-10,52,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_004254,Bangladesh,H-1B,Shenyang,2025-09-19,2025-11-18,60,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,denied
case_004124,Brazil,F-1,London,2025-09-19,2025-10-19,30,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,approved
case_002143,Taiwan,H-1B,Ciudad Juarez,2025-09-20,2025-11-21,62,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
case_002545,Canada,L-1,Mumbai,2025-09-20,2025-11-27,68,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_002071,India,F-1,Ciudad Juarez,2025-09-20,2025-10-22,32,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,False,approved
case_000573,China,F-1,Mumbai,2025-09-20,2025-11-01,42,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,government,True,approved
case_003957,Brazil,H-1B,Chennai,2025-09-20,2026-01-28,130,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,family,True,approved
case_000471,Bangladesh,H-1B,Ciudad Juarez,2025-09-20,2025-12-09,80,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,denied
case_000039,Pakistan,B1/B2,Shenyang,2025-09-20,2025-10-18,28,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,government,False,rfe
case_003438,Canada,F-1,Tokyo,2025-09-20,2025-10-31,41,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,family,False,approved
case_003247,Pakistan,O-1,Hyderabad,2025-09-20,2025-11-01,42,"['Travel Itinerary', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_002731,United Kingdom,F-1,Shenyang,2025-09-20,2025-10-20,30,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_002527,India,B1/B2,Guangzhou,2025-09-20,2025-11-01,42,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,True,approved
case_001678,Germany,O-1,Shenyang,2025-09-20,2025-11-15,56,"['Travel Itinerary', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_003643,Pakistan,B1/B2,New Delhi,2025-09-20,2025-11-03,44,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,family,False,rfe
case_002774,Philippines,F-1,Chennai,2025-09-20,2025-10-25,35,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,False,approved
case_000058,Canada,F-1,London,2025-09-20,2025-10-19,29,"['Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_004969,Vietnam,H-1B,Manila,2025-09-21,2025-12-18,88,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,denied
case_000184,Taiwan,B1/B2,Beijing,2025-09-21,2025-10-22,31,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,employer,False,approved
case_004333,South Korea,F-1,Ciudad Juarez,2025-09-21,2025-10-13,22,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_004306,Bangladesh,H-1B,Shenyang,2025-09-21,2025-12-02,72,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,False,approved
case_001526,Japan,H-1B,New Delhi,2025-09-21,2025-12-25,95,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,False,approved
case_000366,Vietnam,H-1B,Toronto,2025-09-21,2025-11-20,60,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,denied
case_000889,Pakistan,B1/B2,Hyderabad,2025-09-21,2025-11-15,55,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,False,rfe
case_003552,United Kingdom,B1/B2,London,2025-09-21,2025-10-08,17,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,government,False,approved
case_004182,India,H-1B,Shenyang,2025-09-21,2025-11-28,68,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,approved
case_002612,Pakistan,H-1B,Shenyang,2025-09-21,2025-12-05,75,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,denied
case_004363,Canada,B1/B2,Beijing,2025-09-21,2025-10-18,27,"['Fee Receipt', 'Passport', 'DS-160', 'Photo']",4,employer,False,approved
case_004048,South Korea,B1/B2,Hyderabad,2025-09-21,2025-10-19,28,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,False,approved
case_000974,Brazil,B1/B2,Mumbai,2025-09-21,2025-10-02,11,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,family,False,approved
case_004593,United Kingdom,F-1,Tokyo,2025-09-21,2025-10-24,33,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,government,True,approved
case_004300,Mexico,F-1,Mumbai,2025-09-21,2025-10-21,30,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_003113,South Korea,O-1,Toronto,2025-09-21,2026-01-06,107,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,rfe
case_003609,India,B1/B2,Hyderabad,2025-09-22,2025-11-04,43,"['Fee Receipt', 'Passport', 'DS-160', 'Photo']",4,self,False,rfe
case_003012,Taiwan,L-1,Seoul,2025-09-22,2025-11-20,59,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,government,True,approved
case_004212,Nigeria,B1/B2,New Delhi,2025-09-22,2025-10-11,19,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,family,True,approved
case_000231,Japan,H-1B,Shenyang,2025-09-22,2026-01-16,116,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_002288,Vietnam,H-1B,Kolkata,2025-09-22,2026-01-02,102,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,approved
case_002673,India,B1/B2,Shenyang,2025-09-22,2025-10-14,22,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,university,True,approved
case_000529,Pakistan,B1/B2,Chennai,2025-09-22,2025-10-17,25,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,family,False,approved
case_000516,Philippines,F-1,Seoul,2025-09-22,2025-10-19,27,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_001251,Vietnam,F-1,Shenyang,2025-09-22,2025-10-19,27,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_003319,Philippines,H-1B,Frankfurt,2025-09-22,2026-01-26,126,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_002435,Germany,H-1B,Beijing,2025-09-22,2025-12-23,92,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,True,approved
case_004008,Mexico,B1/B2,Manila,2025-09-22,2025-10-30,38,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo', 'Tax Returns']",7,government,False,approved
case_001206,Bangladesh,H-1B,London,2025-09-22,2025-12-04,73,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_004302,Japan,B1/B2,Manila,2025-09-22,2025-11-01,40,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,self,True,approved
case_003809,Philippines,H-1B,Beijing,2025-09-22,2025-12-13,82,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_003874,Bangladesh,H-1B,Chennai,2025-09-23,2026-04-02,191,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,rfe
case_001577,South Korea,B1/B2,Ciudad Juarez,2025-09-23,2025-10-17,24,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,government,True,approved
case_002453,Taiwan,F-1,Manila,2025-09-23,2025-10-31,38,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_002458,Mexico,B1/B2,Ciudad Juarez,2025-09-23,2025-10-10,17,"['Fee Receipt', 'Passport', 'DS-160', 'Photo']",4,university,False,approved
case_001911,Brazil,F-1,Kolkata,2025-09-23,2025-11-03,41,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,university,True,approved
case_000238,Bangladesh,L-1,Tokyo,2025-09-23,2026-02-24,154,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,False,rfe
case_003395,Nigeria,L-1,Kolkata,2025-09-23,2025-11-11,49,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,True,approved
case_004858,Bangladesh,H-1B,Guangzhou,2025-09-23,2025-12-31,99,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,denied
case_002893,Nigeria,F-1,Guadalajara,2025-09-23,2025-10-17,24,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_004968,Brazil,L-1,Guadalajara,2025-09-23,2026-01-01,100,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,government,False,rfe
case_003667,Philippines,B1/B2,Kolkata,2025-09-23,2025-10-11,18,"['Travel Itinerary', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_004101,South Korea,F-1,Mexico City,2025-09-23,2025-10-28,35,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,True,approved
case_000243,India,F-1,Guangzhou,2025-09-23,2025-10-30,37,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,True,approved
case_002485,Japan,B1/B2,Manila,2025-09-23,2025-10-16,23,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,True,approved
case_003227,Japan,F-1,Tokyo,2025-09-23,2025-11-05,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,approved
case_002885,Mexico,B1/B2,Mexico City,2025-09-24,2025-10-19,25,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_002037,Canada,H-1B,Frankfurt,2025-09-24,2025-12-26,93,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,True,approved
case_000132,China,L-1,Shenyang,2025-09-24,2025-11-29,66,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_003234,Mexico,O-1,Shenyang,2025-09-24,2025-10-22,28,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_002174,China,F-1,Shenyang,2025-09-24,2025-11-04,41,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,False,approved
case_001954,Germany,F-1,Ciudad Juarez,2025-09-24,2025-10-15,21,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,family,False,approved
